SYMBOL,NAME OF COMPANY,SECTOR
SCPL,Sheetal Cool Products Limited,Utilities
SDBL,Som Distilleries & Breweries Limited,Energy
SEAMECLTD,Seamec Limited,Telecommunications
SECMARK,SecMark Consultancy Limited,RealEstate
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Technology
SEJALLTD,Sejal Glass Limited,Utilities
SELAN,Selan Exploration Technology Limited,Technology
SELMC,SEL Manufacturing Company Limited,Materials
SEMAC,SEMAC CONSULTANTS LIMITED,Technology
SENCO,Senco Gold Limited,Utilities
SENORES,Senores Pharmaceuticals Limited,Healthcare
SEPC,SEPC Limited,Materials
SEQUENT,Sequent Scientific Limited,Consumer Goods
SERVOTECH,Servotech Renewable Power System Limited,Technology
SESHAPAPER,Seshasayee Paper and Boards Limited,Consumer Goods
SETCO,Setco Automotive Limited,Telecommunications
SETUINFRA,Setubandhan Infrastructure Limited,RealEstate
SEYAIND,Seya Industries Limited,Industrials
SFL,Sheela Foam Limited,Healthcare
SGIL,Synergy Green Industries Limited,Healthcare
SGL,STL Global Limited,Financial Services
SGLTL,Standard Glass Lining Technology Limited,Technology
SHAH,Shah Metacorp Limited,Telecommunications
SHAHALLOYS,Shah Alloys Limited,Healthcare
SHAILY,Shaily Engineering Plastics Limited,Energy
SHAKTIPUMP,Shakti Pumps (India) Limited,Materials
SHALBY,Shalby Limited,Industrials
SHALPAINTS,Shalimar Paints Limited,Utilities
SHANKARA,Shankara Building Products Limited,RealEstate
SHANTI,Shanti Overseas (India) Limited,Telecommunications
SHANTIGEAR,Shanthi Gears Limited,Energy
SHARDACROP,Sharda Cropchem Limited,Financial Services
SHARDAMOTR,Sharda Motor Industries Limited,RealEstate
SHAREINDIA,Share India Securities Limited,Healthcare
SHEKHAWATI,Shekhawati Industries Limited,Healthcare
SHEMAROO,Shemaroo Entertainment Limited,Telecommunications
SHILPAMED,Shilpa Medicare Limited,Financial Services
SHIVALIK,Shivalik Rasayan Limited,RealEstate
SHIVAMAUTO,Shivam Autotech Limited,Technology
SHIVAMILLS,Shiva Mills Limited,RealEstate
SHIVATEX,Shiva Texyarn Limited,Telecommunications
SHK,S H Kelkar and Company Limited,Utilities
SHOPERSTOP,Shoppers Stop Limited,Technology
SHRADHA,Shradha Infraprojects Limited,RealEstate
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,RealEstate
SHREECEM,SHREE CEMENT LIMITED,RealEstate
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Healthcare
SHREERAMA,Shree Rama Multi-Tech Limited,Technology
SHRENIK,Shrenik Limited,Technology
SHREYANIND,Shreyans Industries Limited,Technology
SHRIPISTON,Shriram Pistons & Rings Limited,Industrials
SHRIRAMFIN,Shriram Finance Limited,Financial Services
SHRIRAMPPS,Shriram Properties Limited,Technology
SHYAMCENT,Shyam Century Ferrous Limited,Telecommunications
SHYAMMETL,Shyam Metalics and Energy Limited,Energy
SHYAMTEL,Shyam Telecom Limited,Healthcare
SICALLOG,Sical Logistics Limited,Telecommunications
SIEMENS,Siemens Limited,Consumer Goods
SIGACHI,Sigachi Industries Limited,Healthcare
SIGIND,Signet Industries Limited,Telecommunications
SIGMA,Sigma Solve Limited,Industrials
SIGNATURE,Signatureglobal (India) Limited,Telecommunications
SIGNPOST,Signpost India Limited,Industrials
SIKKO,Sikko Industries Limited,Materials
SIL,Standard Industries Limited,Financial Services
SILGO,Silgo Retail Limited,Consumer Goods
SILINV,SIL Investments Limited,Telecommunications
SILLYMONKS,Silly Monks Entertainment Limited,Healthcare
SILVERTUC,Silver Touch Technologies Limited,Technology
SIMBHALS,Simbhaoli Sugars Limited,Telecommunications
SIMPLEXINF,Simplex Infrastructures Limited,RealEstate
SINCLAIR,Sinclairs Hotels Limited,Consumer Goods
SINDHUTRAD,Sindhu Trade Links Limited,Materials
SINTERCOM,Sintercom India Limited,Financial Services
SIRCA,Sirca Paints India Limited,Technology
SIS,SIS LIMITED,Technology
SITINET,Siti Networks Limited,Industrials
SIYSIL,Siyaram Silk Mills Limited,Telecommunications
SJS,S.J.S. Enterprises Limited,Technology
SJVN,SJVN Limited,Technology
SKFINDIA,SKF India Limited,Technology
SKIPPER,Skipper Limited,Utilities
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Goods
SKYGOLD,Sky Gold Limited,Utilities
SMARTLINK,Smartlink Holdings Limited,Technology
SMCGLOBAL,SMC Global Securities Limited,Consumer Goods
SMLISUZU,SML Isuzu Limited,Materials
SMLT,Sarthak Metals Limited,RealEstate
SMSLIFE,SMS Lifesciences India Limited,Utilities
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare
SNOWMAN,Snowman Logistics Limited,Telecommunications
SOBHA,Sobha Limited,Technology
SOFTTECH,Softtech Engineers Limited,Technology
SOLARA,Solara Active Pharma Sciences Limited,Healthcare
SOLARINDS,Solar Industries India Limited,Energy
SOMANYCERA,Somany Ceramics Limited,Financial Services
SOMATEX,Soma Textiles & Industries Limited,Consumer Goods
SOMICONVEY,Somi Conveyor Beltings Limited,Consumer Goods
SONACOMS,Sona BLW Precision Forgings Limited,Telecommunications
SONAMLTD,SONAM LIMITED,Utilities
SONATSOFTW,Sonata Software Limited,Technology
SOTL,Savita Oil Technologies Limited,Technology
SOUTHBANK,The South Indian Bank Limited,Financial Services
SOUTHWEST,South West Pinnacle Exploration Limited,Telecommunications
SPAL,S. P. Apparels Limited,Consumer Goods
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare
SPCENET,Spacenet Enterprises India Limited,Industrials
SPECIALITY,Speciality Restaurants Limited,Telecommunications
SPECTRUM,Spectrum Electrical Industries Limited,Energy
SPENCERS,Spencer's Retail Limited,Consumer Goods
SPIC,Southern Petrochemicals Industries Corporation  Limited,Energy
SPLIL,SPL Industries Limited,Industrials
SPLPETRO,Supreme Petrochem Limited,Energy
SPMLINFRA,SPML Infra Limited,RealEstate
SPORTKING,Sportking India Limited,RealEstate
SRD,Shankar Lal Rampal Dye-Chem Limited,Consumer Goods
SREEL,Sreeleathers Limited,Telecommunications
SRF,SRF Limited,Materials
SRGHFL,SRG Housing Finance Limited,Financial Services
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Materials
SRM,SRM Contractors Limited,Telecommunications
SRPL,Shree Ram Proteins Limited,RealEstate
SSDL,Saraswati Saree Depot Limited,Consumer Goods
SSWL,Steel Strips Wheels Limited,Materials
STALLION,Stallion India Fluorochemicals Limited,Materials
STANLEY,Stanley Lifestyles Limited,Utilities
STAR,Strides Pharma Science Limited,Healthcare
STARCEMENT,Star Cement Limited,RealEstate
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services
STARPAPER,Star Paper Mills Limited,Energy
STARTECK,Starteck Finance Limited,Financial Services
STCINDIA,The State Trading Corporation of India Limited,Energy
STEELCAS,Steelcast Limited,Industrials
STEELCITY,Steel City Securities Limited,Technology
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Telecommunications
STEL,Stel Holdings Limited,Telecommunications
STERTOOLS,Sterling Tools Limited,Consumer Goods
STLTECH,Sterlite Technologies Limited,Technology
STOVEKRAFT,Stove Kraft Limited,Utilities
STYLAMIND,Stylam Industries Limited,Technology
STYLEBAAZA,Baazar Style Retail Limited,Consumer Goods
STYRENIX,Styrenix Performance Materials Limited,Materials
SUBEXLTD,Subex Limited,Healthcare
SUBROS,Subros Limited,Consumer Goods
SUDARSCHEM,Sudarshan Chemical Industries Limited,RealEstate
SUKHJITS,Sukhjit Starch & Chemicals Limited,Technology
SULA,Sula Vineyards Limited,Industrials
SUMICHEM,Sumitomo Chemical India Limited,Technology
SUMIT,Sumit Woods Limited,Technology
SUMMITSEC,Summit Securities Limited,Technology
SUNCLAY,Sundaram Clayton Limited,Telecommunications
SUNDARAM,Sundaram Multi Pap Limited,Consumer Goods
SUNDARMFIN,Sundaram Finance Limited,Financial Services
SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Services
SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Goods
SUNDRMFAST,Sundram Fasteners Limited,Financial Services
SUNFLAG,Sunflag Iron And Steel Company Limited,Healthcare
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare
SUNTECK,Sunteck Realty Limited,RealEstate
SUNTV,Sun TV Network Limited,Consumer Goods
SUPERHOUSE,Superhouse Limited,Materials
SUPERSPIN,Super Spinning Mills Limited,Financial Services
SUPRAJIT,Suprajit Engineering Limited,Technology
SUPREME,Supreme Holdings & Hospitality (India) Limited,Healthcare
SUPREMEENG,Supreme Engineering Limited,Materials
SUPREMEIND,Supreme Industries Limited,Telecommunications
SUPREMEINF,Supreme Infrastructure India Limited,RealEstate
SUPRIYA,Supriya Lifescience Limited,Financial Services
SURAJEST,Suraj Estate Developers Limited,RealEstate
SURAJLTD,Suraj Limited,Energy
SURAKSHA,Suraksha Diagnostic Limited,Utilities
SURANASOL,Surana Solar Limited,Energy
SURANAT&P,Surana Telecom and Power Limited,Energy
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Technology
SURYAROSNI,Surya Roshni Limited,Telecommunications
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services
SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Goods
SUULD,Suumaya Industries Limited,Industrials
SUVEN,Suven Life Sciences Limited,Healthcare
SUVENPHAR,Suven Pharmaceuticals Limited,Healthcare
SUVIDHAA,Suvidhaa Infoserve Limited,Technology
SUYOG,Suyog Telematics Limited,Technology
SUZLON,Suzlon Energy Limited,Energy
SVLL,Shree Vasu Logistics Limited,RealEstate
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Consumer Goods
SWANENERGY,Swan Energy Limited,Energy
SWARAJENG,Swaraj Engines Limited,Industrials
SWELECTES,Swelect Energy Systems Limited,Technology
SWIGGY,Swiggy Limited,Healthcare
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Energy
SYMPHONY,Symphony Limited,Energy
SYNCOMF,Syncom Formulations (India) Limited,Healthcare
SYNGENE,Syngene International Limited,Financial Services
SYRMA,Syrma SGS Technology Limited,Technology
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Energy
TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Goods
TAKE,Take Solutions Limited,Technology
TALBROAUTO,Talbros Automotive Components Limited,Healthcare
TANLA,Tanla Platforms Limited,Materials
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Technology
TARAPUR,Tarapur Transformers Limited,Technology
TARC,TARC Limited,Materials
TARIL,Transformers And Rectifiers (India) Limited,Industrials
TARMAT,Tarmat Limited,Industrials
TARSONS,Tarsons Products Limited,Energy
TASTYBITE,Tasty Bite Eatables Limited,Utilities
TATACHEM,Tata Chemicals Limited,Telecommunications
TATACOMM,Tata Communications Limited,Consumer Goods
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Consumer Goods
TATAELXSI,Tata Elxsi Limited,Financial Services
TATAINVEST,Tata Investment Corporation Limited,Energy
TATAMOTORS,Tata Motors Limited,Materials
TATAPOWER,Tata Power Company Limited,Energy
TATASTEEL,Tata Steel Limited,Industrials
TATATECH,Tata Technologies Limited,Technology
TATVA,Tatva Chintan Pharma Chem Limited,Healthcare
TBOTEK,TBO Tek Limited,Healthcare
TBZ,Tribhovandas Bhimji Zaveri Limited,Financial Services
TCI,Transport Corporation of India Limited,Utilities
TCIEXP,TCI Express Limited,Technology
TCIFINANCE,TCI Finance Limited,Financial Services
TCPLPACK,TCPL Packaging Limited,Telecommunications
TCS,Tata Consultancy Services Limited,Consumer Goods
TDPOWERSYS,TD Power Systems Limited,Technology
TEAMLEASE,Teamlease Services Limited,Healthcare
TECHM,Tech Mahindra Limited,Technology
TECHNOE,Techno Electric & Engineering Company Limited,Technology
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Energy
TEGA,Tega Industries Limited,Consumer Goods
TEJASNET,Tejas Networks Limited,Consumer Goods
TEMBO,Tembo Global Industries Limited,RealEstate
TERASOFT,Tera Software Limited,Technology
TEXINFRA,Texmaco Infrastructure & Holdings Limited,RealEstate
TEXMOPIPES,Texmo Pipes and Products Limited,RealEstate
TEXRAIL,Texmaco Rail & Engineering Limited,Energy
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services
TFL,Transwarranty Finance Limited,Financial Services
TGBHOTELS,TGB Banquets And Hotels Limited,Consumer Goods
THANGAMAYL,Thangamayil Jewellery Limited,Telecommunications
THEINVEST,The Investment Trust Of India Limited,Materials
THEJO,Thejo Engineering Limited,Materials
THEMISMED,Themis Medicare Limited,Healthcare
THERMAX,Thermax Limited,Consumer Goods
THOMASCOOK,Thomas Cook  (India)  Limited,Utilities
THOMASCOTT,Thomas Scott (India) Limited,RealEstate
THYROCARE,Thyrocare Technologies Limited,Technology
TI,Tilaknagar Industries Limited,Healthcare
TICL,Twamev Construction and Infrastructure Limited,RealEstate
TIIL,Technocraft Industries (India) Limited,Technology
TIINDIA,Tube Investments of India Limited,Technology
TIJARIA,Tijaria Polypipes Limited,Materials
TIL,TIL Limited,Consumer Goods
TIMESGTY,Times Guaranty Limited,Financial Services
TIMETECHNO,Time Technoplast Limited,Technology
TIMKEN,Timken India Limited,Utilities
TIPSFILMS,Tips Films Limited,Technology
TIPSMUSIC,Tips Music Limited,Telecommunications
TIRUMALCHM,Thirumalai Chemicals Limited,Utilities
TIRUPATIFL,Tirupati Forge Limited,Utilities
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Technology
TITAN,Titan Company Limited,RealEstate
TMB,Tamilnad Mercantile Bank Limited,Financial Services
TNPETRO,Tamilnadu PetroProducts Limited,Energy
TNPL,Tamil Nadu Newsprint & Papers Limited,Energy
TNTELE,Tamilnadu Telecommunication Limited,Materials
TOKYOPLAST,Tokyo Plast International Limited,Industrials
TOLINS,Tolins Tyres Limited,Industrials
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare
TORNTPOWER,Torrent Power Limited,Energy
TOTAL,Total Transport Systems Limited,Technology
TOUCHWOOD,Touchwood Entertainment Limited,Materials
TPHQ,Teamo Productions HQ Limited,Financial Services
TPLPLASTEH,TPL Plastech Limited,Technology
TRACXN,Tracxn Technologies Limited,Technology
TRANSRAILL,Transrail Lighting Limited,Consumer Goods
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Financial Services
TREEHOUSE,Tree House Education & Accessories Limited,Industrials
TREJHARA,TREJHARA SOLUTIONS LIMITED,Technology
TREL,Transindia Real Estate Limited,RealEstate
TRENT,Trent Limited,Energy
TRF,TRF Limited,RealEstate
TRIDENT,Trident Limited,Industrials
TRIGYN,Trigyn Technologies Limited,Technology
TRITURBINE,Triveni Turbine Limited,Technology
TRIVENI,Triveni Engineering & Industries Limited,Utilities
TRU,TruCap Finance Limited,Financial Services
TTKHLTCARE,TTK Healthcare Limited,Healthcare
TTKPRESTIG,TTK Prestige Limited,Telecommunications
TTL,T T Limited,Utilities
TTML,Tata Teleservices (Maharashtra) Limited,Industrials
TVSELECT,TVS Electronics Limited,Technology
TVSHLTD,TVS Holdings Limited,Energy
TVSMOTOR,TVS Motor Company Limited,RealEstate
TVSSCS,TVS Supply Chain Solutions Limited,Technology
TVSSRICHAK,TVS Srichakra Limited,Utilities
TVTODAY,TV Today Network Limited,Energy
TVVISION,TV Vision Limited,RealEstate
UBL,United Breweries Limited,Energy
UCAL,UCAL LIMITED,Industrials
UCOBANK,UCO Bank,Financial Services
UDAICEMENT,Udaipur Cement Works Limited,RealEstate
UDS,Updater Services Limited,Telecommunications
UFLEX,UFLEX Limited,Technology
UFO,UFO Moviez India Limited,Energy
UGARSUGAR,The Ugar Sugar Works Limited,Telecommunications
UGROCAP,Ugro Capital Limited,Financial Services
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services
ULTRACEMCO,UltraTech Cement Limited,Technology
UMAEXPORTS,Uma Exports Limited,Healthcare
UMANGDAIRY,Umang Dairies Limited,Utilities
UMESLTD,Usha Martin Education & Solutions Limited,Technology
UNICHEMLAB,Unichem Laboratories Limited,Materials
UNIDT,United Drilling Tools Limited,Technology
UNIECOM,Unicommerce Esolutions Limited,Technology
UNIENTER,Uniphos Enterprises Limited,Telecommunications
UNIINFO,Uniinfo Telecom Services Limited,Technology
UNIMECH,Unimech Aerospace and Manufacturing Limited,Financial Services
UNIONBANK,Union Bank of India,Financial Services
UNIPARTS,Uniparts India Limited,Consumer Goods
UNITDSPR,United Spirits Limited,Utilities
UNITECH,Unitech Limited,Technology
UNITEDPOLY,United Polyfab Gujarat Limited,Utilities
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,RealEstate
UNIVASTU,Univastu India Limited,Industrials
UNIVCABLES,Universal Cables Limited,Utilities
UNIVPHOTO,Universus Photo Imagings Limited,Financial Services
UNOMINDA,UNO Minda Limited,Consumer Goods
UPL,UPL Limited,Telecommunications
URAVIDEF,Uravi Defence and Technology Limited,Technology
URJA,Urja Global Limited,Utilities
USHAMART,Usha Martin Limited,Healthcare
USK,Udayshivakumar Infra Limited,RealEstate
UTIAMC,UTI Asset Management Company Limited,Technology
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services
UTTAMSUGAR,Uttam Sugar Mills Limited,Financial Services
UYFINCORP,U. Y. Fincorp Limited,Consumer Goods
V2RETAIL,V2 Retail Limited,Consumer Goods
VADILALIND,Vadilal Industries Limited,Financial Services
VAIBHAVGBL,Vaibhav Global Limited,Financial Services
VAISHALI,Vaishali Pharma Limited,Healthcare
VAKRANGEE,Vakrangee Limited,Telecommunications
VALIANTLAB,Valiant Laboratories Limited,Technology
VALIANTORG,Valiant Organics Limited,Telecommunications
VARDHACRLC,Vardhman Acrylics Limited,Healthcare
VARDMNPOLY,Vardhman Polytex Limited,Utilities
VARROC,Varroc Engineering Limited,Financial Services
VASCONEQ,Vascon Engineers Limited,Materials
VASWANI,Vaswani Industries Limited,Healthcare
VBL,Varun Beverages Limited,Consumer Goods
VCL,Vaxtex Cotfab Limited,Healthcare
VEDL,Vedanta Limited,Healthcare
VEEDOL,Veedol Corporation Limited,Industrials
VENKEYS,Venky's (India) Limited,Healthcare
VENTIVE,Ventive Hospitality Limited,Healthcare
VENUSPIPES,Venus Pipes & Tubes Limited,Consumer Goods
VENUSREM,Venus Remedies Limited,RealEstate
VERANDA,Veranda Learning Solutions Limited,Technology
VERTOZ,Vertoz Limited,Technology
VESUVIUS,Vesuvius India Limited,RealEstate
VETO,Veto Switchgears And Cables Limited,RealEstate
VGUARD,V-Guard Industries Limited,Technology
VHL,Vardhman Holdings Limited,Technology
VHLTD,Viceroy Hotels Limited,Consumer Goods
VIDHIING,Vidhi Specialty Food Ingredients Limited,Consumer Goods
VIJAYA,Vijaya Diagnostic Centre Limited,Energy
VIJIFIN,Viji Finance Limited,Financial Services
VIKASECO,Vikas EcoTech Limited,Technology
VIKASLIFE,Vikas Lifecare Limited,Telecommunications
VIMTALABS,Vimta Labs Limited,Consumer Goods
VINATIORGA,Vinati Organics Limited,Technology
VINCOFE,Vintage Coffee And Beverages Limited,Consumer Goods
VINDHYATEL,Vindhya Telelinks Limited,Consumer Goods
VINEETLAB,Vineet Laboratories Limited,Industrials
VINNY,Vinny Overseas Limited,Energy
VINYLINDIA,Vinyl Chemicals (India) Limited,Energy
VIPCLOTHNG,VIP Clothing Limited,Industrials
VIPIND,VIP Industries Limited,Consumer Goods
VIPULLTD,Vipul Limited,Materials
VIRINCHI,Virinchi Limited,Materials
VISAKAIND,Visaka Industries Limited,RealEstate
VISASTEEL,Visa Steel Limited,Consumer Goods
VISHNU,Vishnu Chemicals Limited,Technology
VISHWARAJ,Vishwaraj Sugar Industries Limited,Technology
VIVIDHA,Visagar Polytex Limited,Materials
VLEGOV,VL E-Governance & IT Solutions Limited,Technology
VLSFINANCE,VLS Finance Limited,Financial Services
VMART,V-Mart Retail Limited,Consumer Goods
VMM,Vishal Mega Mart Limited,Materials
VOLTAMP,Voltamp Transformers Limited,Healthcare
VOLTAS,Voltas Limited,Industrials
VPRPL,Vishnu Prakash R Punglia Limited,Technology
VRAJ,Vraj Iron and Steel Limited,Materials
VRLLOG,VRL Logistics Limited,Financial Services
VSSL,Vardhman Special Steels Limited,Utilities
VSTIND,VST Industries Limited,Financial Services
VSTL,Vibhor Steel Tubes Limited,RealEstate
VSTTILLERS,V.S.T Tillers Tractors Limited,Utilities
VTL,Vardhman Textiles Limited,Consumer Goods
WAAREEENER,Waaree Energies Limited,Consumer Goods
WABAG,VA Tech Wabag Limited,Technology
WALCHANNAG,Walchandnagar Industries Limited,Industrials
WANBURY,Wanbury Limited,Industrials
WCIL,Western Carriers (India) Limited,Industrials
WEALTH,Wealth First Portfolio Managers Limited,Financial Services
WEBELSOLAR,Websol Energy System Limited,Technology
WEIZMANIND,Weizmann Limited,Energy
WEL,Wonder Electricals Limited,Utilities
WELCORP,Welspun Corp Limited,RealEstate
WELENT,Welspun Enterprises Limited,Consumer Goods
WELINV,Welspun Investments and Commercials Limited,Healthcare
WELSPUNLIV,Welspun Living Limited,Healthcare
WENDT,Wendt (India) Limited,RealEstate
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Consumer Goods
WEWIN,WE WIN LIMITED,Technology
WHEELS,Wheels India Limited,Consumer Goods
WHIRLPOOL,Whirlpool of India Limited,Telecommunications
WILLAMAGOR,Williamson Magor & Company Limited,Utilities
WINDLAS,Windlas Biotech Limited,Technology
WINDMACHIN,Windsor Machines Limited,Energy
WINSOME,Winsome Yarns Limited,Telecommunications
WIPL,The Western India Plywoods Limited,Telecommunications
WIPRO,Wipro Limited,Consumer Goods
WOCKPHARMA,Wockhardt Limited,Consumer Goods
WONDERLA,Wonderla Holidays Limited,Materials
WORTH,Worth Peripherals Limited,Energy
WSI,W S Industries (I) Limited,Telecommunications
WSTCSTPAPR,West Coast Paper Mills Limited,Materials
XCHANGING,Xchanging Solutions Limited,Technology
XELPMOC,Xelpmoc Design And Tech Limited,Technology
XPROINDIA,Xpro India Limited,Financial Services
XTGLOBAL,Xtglobal Infotech Limited,Technology
YAARI,Yaari Digital Integrated Services Limited,Technology
YASHO,Yasho Industries Limited,Materials
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare
YATRA,Yatra Online Limited,Energy
YESBANK,Yes Bank Limited,Financial Services
YUKEN,Yuken India Limited,Technology
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Telecommunications
ZEEL,Zee Entertainment Enterprises Limited,Materials
ZEELEARN,Zee Learn Limited,Technology
ZEEMEDIA,Zee Media Corporation Limited,Industrials
ZENITHEXPO,Zenith Exports Limited,RealEstate
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Financial Services
ZENSARTECH,Zensar Technologies Limited,Technology
ZENTEC,Zen Technologies Limited,Technology
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Technology
ZIMLAB,Zim Laboratories Limited,Financial Services
ZODIAC,Zodiac Energy Limited,Energy
ZODIACLOTH,Zodiac Clothing Company Limited,Technology
ZOMATO,Zomato Limited,Financial Services
ZOTA,Zota Health Care LImited,Healthcare
ZUARI,Zuari Agro Chemicals Limited,Materials
ZUARIIND,ZUARI INDUSTRIES LIMITED,Industrials
ZYDUSLIFE,Zydus Lifesciences Limited,Industrials
ZYDUSWELL,Zydus Wellness Limited,Materials
,,
